IdGasto,IdSucursal,IdTipoGasto,Fecha,Monto,MinMonto,MaxMonto,Calidad_Monto,Fecha_Año,Fecha_Mes,Fecha_Periodo
85,11,1,2015-01-01,1168.49,954.1362499999998,1247.7837500000003,Sin errores,2015,1,201501
86,11,2,2015-01-01,351.49,286.225,373.91499999999996,Sin errores,2015,1,201501
87,11,3,2015-01-01,115.27,95.57250000000002,124.6575,Sin errores,2015,1,201501
88,11,4,2015-01-01,1048.46,948.70125,1251.79875,Sin errores,2015,1,201501
89,25,1,2015-01-01,1184.31,954.1362499999998,1247.7837500000003,Sin errores,2015,1,201501
90,25,2,2015-01-01,352.85,286.225,373.91499999999996,Sin errores,2015,1,201501
91,25,3,2015-01-01,112.79,95.57250000000002,124.6575,Sin errores,2015,1,201501
92,25,4,2015-01-01,1111.1,948.70125,1251.79875,Sin errores,2015,1,201501
93,26,1,2015-01-01,1171.73,954.1362499999998,1247.7837500000003,Sin errores,2015,1,201501
94,26,2,2015-01-01,337.6,286.225,373.91499999999996,Sin errores,2015,1,201501
95,26,3,2015-01-01,111.15,95.57250000000002,124.6575,Sin errores,2015,1,201501
96,26,4,2015-01-01,1181.62,948.70125,1251.79875,Sin errores,2015,1,201501
97,27,1,2015-01-01,1173.5,954.1362499999998,1247.7837500000003,Sin errores,2015,1,201501
98,27,2,2015-01-01,336.79,286.225,373.91499999999996,Sin errores,2015,1,201501
99,27,3,2015-01-01,109.27,95.57250000000002,124.6575,Sin errores,2015,1,201501
100,27,4,2015-01-01,1095.6,948.70125,1251.79875,Sin errores,2015,1,201501
101,29,1,2015-01-01,1199.88,954.1362499999998,1247.7837500000003,Sin errores,2015,1,201501
102,29,2,2015-01-01,333.78,286.225,373.91499999999996,Sin errores,2015,1,201501
103,29,3,2015-01-01,116.33,95.57250000000002,124.6575,Sin errores,2015,1,201501
104,29,4,2015-01-01,1078.75,948.70125,1251.79875,Sin errores,2015,1,201501
105,30,1,2015-01-01,1103.83,954.1362499999998,1247.7837500000003,Sin errores,2015,1,201501
106,30,2,2015-01-01,324.88,286.225,373.91499999999996,Sin errores,2015,1,201501
107,30,3,2015-01-01,110.31,95.57250000000002,124.6575,Sin errores,2015,1,201501
108,30,4,2015-01-01,1066.75,948.70125,1251.79875,Sin errores,2015,1,201501
109,31,1,2015-01-01,1024.43,954.1362499999998,1247.7837500000003,Sin errores,2015,1,201501
110,31,2,2015-01-01,336.58,286.225,373.91499999999996,Sin errores,2015,1,201501
111,31,3,2015-01-01,113.63,95.57250000000002,124.6575,Sin errores,2015,1,201501
112,31,4,2015-01-01,1115.84,948.70125,1251.79875,Sin errores,2015,1,201501
113,23,1,2015-01-01,1170.24,954.1362499999998,1247.7837500000003,Sin errores,2015,1,201501
114,23,2,2015-01-01,331.1,286.225,373.91499999999996,Sin errores,2015,1,201501
115,23,3,2015-01-01,100.76,95.57250000000002,124.6575,Sin errores,2015,1,201501
116,23,4,2015-01-01,1127.18,948.70125,1251.79875,Sin errores,2015,1,201501
117,24,1,2015-01-01,1013.0,954.1362499999998,1247.7837500000003,Sin errores,2015,1,201501
118,24,2,2015-01-01,325.03,286.225,373.91499999999996,Sin errores,2015,1,201501
119,24,3,2015-01-01,117.82,95.57250000000002,124.6575,Sin errores,2015,1,201501
120,24,4,2015-01-01,1040.71,948.70125,1251.79875,Sin errores,2015,1,201501
121,18,1,2015-02-01,1068.92,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
122,18,2,2015-02-01,306.74,286.225,373.91499999999996,Sin errores,2015,2,201502
123,18,3,2015-02-01,110.56,95.57250000000002,124.6575,Sin errores,2015,2,201502
124,18,4,2015-02-01,1060.77,948.70125,1251.79875,Sin errores,2015,2,201502
125,1,1,2015-02-01,1186.91,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
126,1,2,2015-02-01,345.67,286.225,373.91499999999996,Sin errores,2015,2,201502
127,1,3,2015-02-01,100.05,95.57250000000002,124.6575,Sin errores,2015,2,201502
128,1,4,2015-02-01,1145.77,948.70125,1251.79875,Sin errores,2015,2,201502
129,2,1,2015-02-01,1127.32,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
130,2,2,2015-02-01,359.8,286.225,373.91499999999996,Sin errores,2015,2,201502
131,2,3,2015-02-01,101.47,95.57250000000002,124.6575,Sin errores,2015,2,201502
132,2,4,2015-02-01,1075.36,948.70125,1251.79875,Sin errores,2015,2,201502
133,3,1,2015-02-01,1132.79,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
134,3,2,2015-02-01,311.37,286.225,373.91499999999996,Sin errores,2015,2,201502
135,3,3,2015-02-01,119.11,95.57250000000002,124.6575,Sin errores,2015,2,201502
136,3,4,2015-02-01,1041.69,948.70125,1251.79875,Sin errores,2015,2,201502
137,4,1,2015-02-01,1035.23,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
138,4,2,2015-02-01,315.33,286.225,373.91499999999996,Sin errores,2015,2,201502
139,4,3,2015-02-01,114.98,95.57250000000002,124.6575,Sin errores,2015,2,201502
140,4,4,2015-02-01,1195.73,948.70125,1251.79875,Sin errores,2015,2,201502
141,5,1,2015-02-01,1129.23,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
142,5,2,2015-02-01,317.69,286.225,373.91499999999996,Sin errores,2015,2,201502
143,5,3,2015-02-01,110.72,95.57250000000002,124.6575,Sin errores,2015,2,201502
144,5,4,2015-02-01,1158.97,948.70125,1251.79875,Sin errores,2015,2,201502
145,6,1,2015-02-01,1073.31,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
146,6,2,2015-02-01,326.89,286.225,373.91499999999996,Sin errores,2015,2,201502
147,6,3,2015-02-01,102.82,95.57250000000002,124.6575,Sin errores,2015,2,201502
148,6,4,2015-02-01,1072.34,948.70125,1251.79875,Sin errores,2015,2,201502
149,7,1,2015-02-01,1076.97,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
150,7,2,2015-02-01,350.34,286.225,373.91499999999996,Sin errores,2015,2,201502
151,7,3,2015-02-01,100.82,95.57250000000002,124.6575,Sin errores,2015,2,201502
152,7,4,2015-02-01,1137.36,948.70125,1251.79875,Sin errores,2015,2,201502
153,8,1,2015-02-01,1062.32,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
154,8,2,2015-02-01,329.85,286.225,373.91499999999996,Sin errores,2015,2,201502
155,8,3,2015-02-01,111.06,95.57250000000002,124.6575,Sin errores,2015,2,201502
156,8,4,2015-02-01,1054.42,948.70125,1251.79875,Sin errores,2015,2,201502
157,9,1,2015-02-01,1140.35,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
158,9,2,2015-02-01,341.55,286.225,373.91499999999996,Sin errores,2015,2,201502
159,9,3,2015-02-01,107.14,95.57250000000002,124.6575,Sin errores,2015,2,201502
160,9,4,2015-02-01,1141.41,948.70125,1251.79875,Sin errores,2015,2,201502
161,10,1,2015-02-01,1092.93,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
162,10,2,2015-02-01,312.13,286.225,373.91499999999996,Sin errores,2015,2,201502
163,10,3,2015-02-01,112.33,95.57250000000002,124.6575,Sin errores,2015,2,201502
164,10,4,2015-02-01,1095.36,948.70125,1251.79875,Sin errores,2015,2,201502
165,13,1,2015-02-01,1106.82,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
166,13,2,2015-02-01,314.4,286.225,373.91499999999996,Sin errores,2015,2,201502
167,13,3,2015-02-01,111.96,95.57250000000002,124.6575,Sin errores,2015,2,201502
168,13,4,2015-02-01,1053.88,948.70125,1251.79875,Sin errores,2015,2,201502
169,15,1,2015-02-01,1110.67,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
170,15,2,2015-02-01,357.52,286.225,373.91499999999996,Sin errores,2015,2,201502
171,15,3,2015-02-01,102.66,95.57250000000002,124.6575,Sin errores,2015,2,201502
172,15,4,2015-02-01,1157.7,948.70125,1251.79875,Sin errores,2015,2,201502
173,20,1,2015-02-01,1108.8,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
174,20,2,2015-02-01,321.26,286.225,373.91499999999996,Sin errores,2015,2,201502
175,20,3,2015-02-01,102.8,95.57250000000002,124.6575,Sin errores,2015,2,201502
176,20,4,2015-02-01,1127.35,948.70125,1251.79875,Sin errores,2015,2,201502
177,17,1,2015-02-01,1152.76,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
178,17,2,2015-02-01,354.53,286.225,373.91499999999996,Sin errores,2015,2,201502
179,17,3,2015-02-01,105.05,95.57250000000002,124.6575,Sin errores,2015,2,201502
180,17,4,2015-02-01,1107.24,948.70125,1251.79875,Sin errores,2015,2,201502
181,21,1,2015-02-01,1184.71,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
182,21,2,2015-02-01,300.55,286.225,373.91499999999996,Sin errores,2015,2,201502
183,21,3,2015-02-01,105.5,95.57250000000002,124.6575,Sin errores,2015,2,201502
184,21,4,2015-02-01,1069.62,948.70125,1251.79875,Sin errores,2015,2,201502
185,22,1,2015-02-01,1183.04,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
186,22,2,2015-02-01,331.89,286.225,373.91499999999996,Sin errores,2015,2,201502
187,22,3,2015-02-01,118.25,95.57250000000002,124.6575,Sin errores,2015,2,201502
188,22,4,2015-02-01,1193.36,948.70125,1251.79875,Sin errores,2015,2,201502
189,12,1,2015-02-01,1019.41,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
190,12,2,2015-02-01,335.09,286.225,373.91499999999996,Sin errores,2015,2,201502
191,12,3,2015-02-01,112.66,95.57250000000002,124.6575,Sin errores,2015,2,201502
192,12,4,2015-02-01,1082.0,948.70125,1251.79875,Sin errores,2015,2,201502
193,14,1,2015-02-01,1030.29,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
194,14,2,2015-02-01,331.64,286.225,373.91499999999996,Sin errores,2015,2,201502
195,14,3,2015-02-01,103.64,95.57250000000002,124.6575,Sin errores,2015,2,201502
196,14,4,2015-02-01,1065.54,948.70125,1251.79875,Sin errores,2015,2,201502
197,19,1,2015-02-01,1018.57,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
198,19,2,2015-02-01,328.87,286.225,373.91499999999996,Sin errores,2015,2,201502
199,19,3,2015-02-01,102.55,95.57250000000002,124.6575,Sin errores,2015,2,201502
200,19,4,2015-02-01,1038.7,948.70125,1251.79875,Sin errores,2015,2,201502
201,16,1,2015-02-01,1117.05,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
202,16,2,2015-02-01,320.74,286.225,373.91499999999996,Sin errores,2015,2,201502
203,16,3,2015-02-01,119.45,95.57250000000002,124.6575,Sin errores,2015,2,201502
204,16,4,2015-02-01,1165.27,948.70125,1251.79875,Sin errores,2015,2,201502
205,11,1,2015-02-01,1042.75,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
206,11,2,2015-02-01,335.38,286.225,373.91499999999996,Sin errores,2015,2,201502
207,11,3,2015-02-01,106.14,95.57250000000002,124.6575,Sin errores,2015,2,201502
208,11,4,2015-02-01,1153.38,948.70125,1251.79875,Sin errores,2015,2,201502
209,25,1,2015-02-01,1182.59,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
210,25,2,2015-02-01,315.84,286.225,373.91499999999996,Sin errores,2015,2,201502
211,25,3,2015-02-01,111.62,95.57250000000002,124.6575,Sin errores,2015,2,201502
212,25,4,2015-02-01,1022.77,948.70125,1251.79875,Sin errores,2015,2,201502
213,26,1,2015-02-01,1165.16,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
214,26,2,2015-02-01,347.25,286.225,373.91499999999996,Sin errores,2015,2,201502
215,26,3,2015-02-01,109.2,95.57250000000002,124.6575,Sin errores,2015,2,201502
216,26,4,2015-02-01,1187.5,948.70125,1251.79875,Sin errores,2015,2,201502
217,27,1,2015-02-01,1061.5,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
218,27,2,2015-02-01,343.5,286.225,373.91499999999996,Sin errores,2015,2,201502
219,27,3,2015-02-01,114.05,95.57250000000002,124.6575,Sin errores,2015,2,201502
220,27,4,2015-02-01,1067.63,948.70125,1251.79875,Sin errores,2015,2,201502
221,29,1,2015-02-01,1116.56,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
222,29,2,2015-02-01,353.97,286.225,373.91499999999996,Sin errores,2015,2,201502
223,29,3,2015-02-01,114.99,95.57250000000002,124.6575,Sin errores,2015,2,201502
224,29,4,2015-02-01,1009.55,948.70125,1251.79875,Sin errores,2015,2,201502
225,30,1,2015-02-01,1198.21,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
226,30,2,2015-02-01,348.71,286.225,373.91499999999996,Sin errores,2015,2,201502
227,30,3,2015-02-01,101.72,95.57250000000002,124.6575,Sin errores,2015,2,201502
228,30,4,2015-02-01,1199.07,948.70125,1251.79875,Sin errores,2015,2,201502
229,31,1,2015-02-01,1143.63,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
230,31,2,2015-02-01,336.28,286.225,373.91499999999996,Sin errores,2015,2,201502
231,31,3,2015-02-01,117.38,95.57250000000002,124.6575,Sin errores,2015,2,201502
232,31,4,2015-02-01,1106.37,948.70125,1251.79875,Sin errores,2015,2,201502
233,23,1,2015-02-01,1010.34,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
234,23,2,2015-02-01,339.77,286.225,373.91499999999996,Sin errores,2015,2,201502
235,23,3,2015-02-01,103.19,95.57250000000002,124.6575,Sin errores,2015,2,201502
236,23,4,2015-02-01,1161.68,948.70125,1251.79875,Sin errores,2015,2,201502
237,24,1,2015-02-01,1112.73,954.1362499999998,1247.7837500000003,Sin errores,2015,2,201502
238,24,2,2015-02-01,323.59,286.225,373.91499999999996,Sin errores,2015,2,201502
239,24,3,2015-02-01,105.49,95.57250000000002,124.6575,Sin errores,2015,2,201502
240,24,4,2015-02-01,1038.68,948.70125,1251.79875,Sin errores,2015,2,201502
241,18,1,2015-03-01,1028.68,954.1362499999998,1247.7837500000003,Sin errores,2015,3,201503
242,18,2,2015-03-01,308.2,286.225,373.91499999999996,Sin errores,2015,3,201503
243,18,3,2015-03-01,105.07,95.57250000000002,124.6575,Sin errores,2015,3,201503
244,18,4,2015-03-01,1171.47,948.70125,1251.79875,Sin errores,2015,3,201503
245,1,1,2015-03-01,1105.26,954.1362499999998,1247.7837500000003,Sin errores,2015,3,201503
246,1,2,2015-03-01,303.57,286.225,373.91499999999996,Sin errores,2015,3,201503
247,1,3,2015-03-01,114.37,95.57250000000002,124.6575,Sin errores,2015,3,201503
248,1,4,2015-03-01,1082.64,948.70125,1251.79875,Sin errores,2015,3,201503
249,2,1,2015-03-01,1182.21,954.1362499999998,1247.7837500000003,Sin errores,2015,3,201503
250,2,2,2015-03-01,318.94,286.225,373.91499999999996,Sin errores,2015,3,201503
251,2,3,2015-03-01,116.91,95.57250000000002,124.6575,Sin errores,2015,3,201503
252,2,4,2015-03-01,1056.03,948.70125,1251.79875,Sin errores,2015,3,201503
253,3,1,2015-03-01,1172.89,954.1362499999998,1247.7837500000003,Sin errores,2015,3,201503
254,3,2,2015-03-01,328.9,286.225,373.91499999999996,Sin errores,2015,3,201503
255,3,3,2015-03-01,116.3,95.57250000000002,124.6575,Sin errores,2015,3,201503
256,3,4,2015-03-01,1126.04,948.70125,1251.79875,Sin errores,2015,3,201503
257,4,1,2015-03-01,1141.17,954.1362499999998,1247.7837500000003,Sin errores,2015,3,201503
258,4,2,2015-03-01,338.32,286.225,373.91499999999996,Sin errores,2015,3,201503
259,4,3,2015-03-01,101.52,95.57250000000002,124.6575,Sin errores,2015,3,201503
260,4,4,2015-03-01,1092.63,948.70125,1251.79875,Sin errores,2015,3,201503
261,5,1,2015-03-01,1017.65,954.1362499999998,1247.7837500000003,Sin errores,2015,3,201503
262,5,2,2015-03-01,303.11,286.225,373.91499999999996,Sin errores,2015,3,201503
263,5,3,2015-03-01,119.89,95.57250000000002,124.6575,Sin errores,2015,3,201503
264,5,4,2015-03-01,1163.5,948.70125,1251.79875,Sin errores,2015,3,201503
265,6,1,2015-03-01,1020.71,954.1362499999998,1247.7837500000003,Sin errores,2015,3,201503
266,6,2,2015-03-01,303.92,286.225,373.91499999999996,Sin errores,2015,3,201503
267,6,3,2015-03-01,100.32,95.57250000000002,124.6575,Sin errores,2015,3,201503
268,6,4,2015-03-01,1176.85,948.70125,1251.79875,Sin errores,2015,3,201503
269,7,1,2015-03-01,1074.61,954.1362499999998,1247.7837500000003,Sin errores,2015,3,201503
270,7,2,2015-03-01,312.75,286.225,373.91499999999996,Sin errores,2015,3,201503
271,7,3,2015-03-01,118.86,95.57250000000002,124.6575,Sin errores,2015,3,201503
272,7,4,2015-03-01,1015.65,948.70125,1251.79875,Sin errores,2015,3,201503
273,8,1,2015-03-01,1112.39,954.1362499999998,1247.7837500000003,Sin errores,2015,3,201503
274,8,2,2015-03-01,334.49,286.225,373.91499999999996,Sin errores,2015,3,201503
275,8,3,2015-03-01,103.77,95.57250000000002,124.6575,Sin errores,2015,3,201503
276,8,4,2015-03-01,1043.64,948.70125,1251.79875,Sin errores,2015,3,201503
277,9,1,2015-03-01,1105.05,954.1362499999998,1247.7837500000003,Sin errores,2015,3,201503
278,9,2,2015-03-01,358.31,286.225,373.91499999999996,Sin errores,2015,3,201503
279,9,3,2015-03-01,105.66,95.57250000000002,124.6575,Sin errores,2015,3,201503
280,9,4,2015-03-01,1099.92,948.70125,1251.79875,Sin errores,2015,3,201503
281,10,1,2015-03-01,1129.8,954.1362499999998,1247.7837500000003,Sin errores,2015,3,201503
282,10,2,2015-03-01,344.77,286.225,373.91499999999996,Sin errores,2015,3,201503
283,10,3,2015-03-01,115.68,95.57250000000002,124.6575,Sin errores,2015,3,201503
284,10,4,2015-03-01,1136.32,948.70125,1251.79875,Sin errores,2015,3,201503
285,13,1,2015-03-01,1011.18,954.1362499999998,1247.7837500000003,Sin errores,2015,3,201503
286,13,2,2015-03-01,314.09,286.225,373.91499999999996,Sin errores,2015,3,201503
287,13,3,2015-03-01,100.12,95.57250000000002,124.6575,Sin errores,2015,3,201503
288,13,4,2015-03-01,1065.31,948.70125,1251.79875,Sin errores,2015,3,201503
289,15,1,2015-03-01,1122.85,954.1362499999998,1247.7837500000003,Sin errores,2015,3,201503
290,15,2,2015-03-01,305.49,286.225,373.91499999999996,Sin errores,2015,3,201503
291,15,3,2015-03-01,112.29,95.57250000000002,124.6575,Sin errores,2015,3,201503
292,15,4,2015-03-01,1159.76,948.70125,1251.79875,Sin errores,2015,3,201503
293,20,1,2015-03-01,1030.01,954.1362499999998,1247.7837500000003,Sin errores,2015,3,201503
294,20,2,2015-03-01,321.24,286.225,373.91499999999996,Sin errores,2015,3,201503
295,20,3,2015-03-01,106.39,95.57250000000002,124.6575,Sin errores,2015,3,201503
296,20,4,2015-03-01,1107.18,948.70125,1251.79875,Sin errores,2015,3,201503
297,17,1,2015-03-01,1144.16,954.1362499999998,1247.7837500000003,Sin errores,2015,3,201503
298,17,2,2015-03-01,359.78,286.225,373.91499999999996,Sin errores,2015,3,201503
299,17,3,2015-03-01,116.39,95.57250000000002,124.6575,Sin errores,2015,3,201503
300,17,4,2015-03-01,1021.69,948.70125,1251.79875,Sin errores,2015,3,201503
301,21,1,2015-03-01,1016.75,954.1362499999998,1247.7837500000003,Sin errores,2015,3,201503
302,21,2,2015-03-01,305.6,286.225,373.91499999999996,Sin errores,2015,3,201503
303,21,3,2015-03-01,104.32,95.57250000000002,124.6575,Sin errores,2015,3,201503
304,21,4,2015-03-01,1159.72,948.70125,1251.79875,Sin errores,2015,3,201503
305,22,1,2015-03-01,1069.13,954.1362499999998,1247.7837500000003,Sin errores,2015,3,201503
306,22,2,2015-03-01,319.94,286.225,373.91499999999996,Sin errores,2015,3,201503
307,22,3,2015-03-01,112.5,95.57250000000002,124.6575,Sin errores,2015,3,201503
308,22,4,2015-03-01,1025.65,948.70125,1251.79875,Sin errores,2015,3,201503
309,12,1,2015-03-01,1153.2,954.1362499999998,1247.7837500000003,Sin errores,2015,3,201503
